Rest Area   -35.16685975    173.4338388
Rest Area   -35.18957333    173.4558504
Rest Area   -35.18963887    173.456011
Rest Area   -35.1869047 173.4711155
Rest Area   -35.19405204    173.4829677
Rest Area   -35.66406604    174.2951667
Rest Area   -35.71286504    174.3164426
Rest Area   -35.71779187    174.3155856
Rest Area   -35.71874902    174.3154062
Rest Area   -35.73853122    174.3102635
Rest Area   -35.76868599    174.3096082
Rest Area   -36.15898337    174.441907
Rest Area   -35.21771851    173.9206371
Rest Area   -35.1247012 173.8731244
Rest Area   -35.12412491    173.8728139
Rest Area   -35.09892517    173.7759748
Rest Area   -34.99067751    173.5224449
Rest Area   -34.99047507    173.5218157
Rest Area   -34.99063552    173.5125108
Rest Area   -34.99263596    173.5047853
Rest Area   -34.99086032    173.4840359
Rest Area   -34.99005788    173.4797567
Rest Area   -35.40341554    173.8075325
Rest Area   -35.41154309    173.7929596
Rest Area   -35.46063828    173.6938224
Rest Area   -35.51953202    173.3876299
Rest Area   -35.54074731    173.3872416
Rest Area   -35.60048129    173.5281703
Rest Area   -35.93573342    173.8815721
Rest Area   -36.07021155    173.9724478
Rest Area   -36.10004475    174.2351462
Rest Area   -36.23791261    174.511405
Rest Area   -36.34790503    174.572638
Rest Area   -36.45317398    174.6525529
Rest Area   -37.27658261    175.2881934
Rest Area   -37.27734857    175.2910885
Rest Area   -37.99414625    177.203065
Rest Area   -37.99112232    177.2121757
Rest Area   -37.99203418    177.2180364
Rest Area   -37.99169555    177.2189608
Rest Area   -37.99185289    177.2279496
Rest Area   -38.01344023    177.2697699
Rest Area   -38.14618343    177.272198
Rest Area   -38.14690639    177.2718988
Rest Area   -38.23368548    177.3110803
Rest Area   -38.25670103    177.2984402
Rest Area   -38.28051289    177.3507147
Rest Area   -38.29191524    177.3851275
Rest Area   -38.30304501    177.3959636
Rest Area   -38.30379945    177.3959143
Rest Area   -38.33994786    177.4252761
Rest Area   -38.34049756    177.425722
Rest Area   -38.34096808    177.4265586
Rest Area   -37.83868728    177.5905221
Rest Area   -37.72841351    177.6942786
Rest Area   -39.29040287    176.8791969
Rest Area   -40.16472882    176.1401537
Rest Area   -40.1861634 176.1215813
Rest Area   -40.18645402    176.1203898
Rest Area   -40.33831028    175.8925087
Rest Area   -40.33886098    175.8905117
Rest Area   -38.98152067    176.5341309
Rest Area   -40.56604231    175.7378069
Rest Area   -40.56679806    175.7374037
Rest Area   -40.70577644    175.6557538
Rest Area   -41.20191301    175.4428009
Rest Area   -41.20214714    175.443171
Rest Area   -41.33975155    173.9629087
Rest Area   -41.42866164    173.9605993
Rest Area   -41.49171665    173.9646614
Rest Area   -41.69653279    174.0951466
Rest Area   -41.79406912    174.1475895
Rest Area   -41.30129642    173.577675
Rest Area   -41.16233487    173.5250656
Rest Area   -41.22714875    173.4078274
Rest Area   -41.22818287    173.4045653
Rest Area   -41.42786677    172.9919286
Rest Area   -41.77547942    172.180858
Rest Area   -41.77829526    172.1325386
Rest Area   -41.7876176 172.1175617
Rest Area   -41.13355232    173.0099797
Rest Area   -41.0905933 173.0066935
Rest Area   -41.06813622    172.984865
Rest Area   -41.0651725 172.9850172
Rest Area   -41.02419862    172.8795091
Rest Area   -41.03467314    172.854704
Rest Area   -41.85477698    172.2531408
Rest Area   -41.80870102    172.0950353
Rest Area   -41.81279489    172.0574725
Rest Area   -41.79779806    172.0474844
Rest Area   -41.84581745    171.7135833
Rest Area   -41.83603551    171.6772384
Rest Area   -42.12372708    171.3325504
Rest Area   -42.2748895 171.3014455
Rest Area   -42.30264138    171.2846082
Rest Area   -42.3295289 171.2652435
Rest Area   -42.3498318 171.2566566
Rest Area   -42.51965982    171.1634396
Rest Area   -42.92143738    170.7600978
Rest Area   -42.37891238    172.2780607
Rest Area   -42.35525851    172.2432912
Rest Area   -42.19665531    171.9367665
Rest Area   -42.24099909    171.6993341
Rest Area   -42.89874853    171.5590785
Rest Area   -42.89453212    171.5590874
Rest Area   -42.78738383    171.6027734
Rest Area   -42.74378306    171.5070214
Rest Area   -42.7152028 171.2451821
Rest Area   -42.05224635    173.958513
Rest Area   -42.21694855    173.8658988
Rest Area   -42.21664416    173.8650964
Rest Area   -42.23478366    173.8458223
Rest Area   -42.24939953    173.8258842
Rest Area   -42.2607716 173.8105934
Rest Area   -42.27658853    173.783892
Rest Area   -42.41640785    173.6302641
Rest Area   -42.46723676    173.5381058
Rest Area   -42.48393786    173.529143
Rest Area   -42.4857191 173.5265241
Rest Area   -42.49829862    173.5188333
Rest Area   -42.50140713    173.5137954
Rest Area   -42.50346309    173.5120331
Rest Area   -42.5068071 173.5083855
Rest Area   -42.51051919    173.5071693
Rest Area   -42.60018074    173.417521
Rest Area   -42.71851577    173.2867524
Rest Area   -42.89759844    173.1025629
Rest Area   -42.57324822    172.6670165
Rest Area   -42.58796662    172.4506151
Rest Area   -42.55749493    172.350541
Rest Area   -43.73633666    172.0469284
Rest Area   -43.31066663    171.7687059
Rest Area   -43.24409334    171.7264574
Rest Area   -43.75293307    172.8727994
Rest Area   -43.75299336    172.8733837
Rest Area   -43.75941901    172.9136896
Rest Area   -43.83698454    171.8509676
Rest Area   -44.12783037    171.3094366
Rest Area   -44.26131077    171.2706664
Rest Area   -44.92387341    171.1010011
Rest Area   -44.20475601    170.8693599
Rest Area   -44.06188138    170.5034156
Rest Area   -44.19084235    170.1423638
Rest Area   -44.25204309    170.1160311
